"year","study_site","type","sp","bird_ID","tag","method","tag_mount","status","datetime_caught","nest","lat","lon","sex","sexing","total_head","culmen","wing","tarsus","mass","comments"
2012,"barr","breeding","SESA","255174761",NA,"pit_tag","leg_flag","y","2012-06-30 11:10:00","S804",71.3195,-156.671,"f","genetic",39.1,17.9,99,21.4,25,"flag had very sharp edges, rounded those"
2012,"barr","breeding","SESA","255174761",NA,"pit_tag","leg_flag","y","2012-07-01 13:07:00","S804",71.3195,-156.671,"f","genetic",38.8,17.9,99,21.4,25.1,"hmm. i think we may have already recaught this bird yesterday.."
2012,"barr","breeding","SESA","255174761",NA,"pit_tag","leg_flag","y","2012-07-03 11:40:00","S804",71.3195,-156.671,"f","genetic",38.7,17.9,99.5,21.8,26.7,NA
2012,"barr","breeding","SESA","255174763","48a741f9c66f0001","pit_tag","leg_flag","n1","2012-06-12 11:27:00","S202",71.3205,-156.632,"m","genetic",37.5,16.6,98,21,24.8,NA
2012,"barr","breeding","SESA","255174763",NA,"pit_tag","leg_flag","y","2012-06-24 13:16:00","S310",71.3215,-156.633,"m","genetic",NA,16.5,NA,NA,24.5,"re-tagging!"
2012,"barr","breeding","SESA","255174763",NA,"pit_tag","leg_flag","y","2012-07-09 10:20:00","S310",71.3215,-156.633,"m","genetic",37.6,16.7,98.5,21.2,23.9,"no radio tag again"
2012,"barr","breeding","SESA","255174765","b2b924b43a6f0001","pit_tag","leg_flag","n1","2012-06-12 10:08:00","S405",71.3263,-156.623,"f","genetic",38.6,16.9,98,21.8,27.1,NA
2012,"barr","breeding","SESA","255174770","02a024b43a6f0001","pit_tag","leg_flag","n1","2012-06-11 15:44:00","S603",71.3212,-156.677,"m","genetic",37.9,17.9,97.5,22.3,25.5,NA
2012,"barr","breeding","SESA","255174775","a86524b43a6f0001","pit_tag","leg_flag","n1","2012-06-10 14:40:00","S602",71.3274,-156.673,"m","genetic",38.6,18.1,98,19.8,27.6,NA
2012,"barr","breeding","SESA","255174775",NA,"pit_tag","leg_flag","y","2012-06-27 20:58:00","S602",71.3274,-156.673,"m","genetic",38.8,17.6,97.5,21.8,28.5,NA
2012,"barr","breeding","SESA","255174780","97cec4b43a6f0001","pit_tag","leg_flag","n1","2012-06-09 19:00:00","S601",71.3266,-156.669,"m","genetic",39.8,18.2,98,21.8,28,"most probably tag still needs to be deducted (not clear from capture form), had old havier one"
2012,"barr","breeding","SESA","255174780",NA,"pit_tag","leg_flag","y","2012-07-12 18:00:00","S413",71.3268,-156.67,"m","genetic",39.7,18.3,97.5,22.1,25.5,"no tag, grows over with ffeathers"
2012,"barr","breeding","SESA","255174787","af2dc4b43a6f0001","pit_tag","leg_flag","n1","2012-06-05 17:40:00",NA,71.3201,-156.673,"f","genetic",39,18,96,22,30,"sperm-cl might be bad"
2012,"barr","breeding","SESA","255174788","786d24b43a6f0001","pit_tag","leg_flag","n1","2012-06-05 17:00:00",NA,71.3201,-156.673,"m","genetic",36,16,96,19,23,"sperm-m might be bad"
2012,"barr","breeding","SESA","255174790","eb0524b43a6f0001","pit_tag","leg_flag","n1","2012-06-02 16:55:00",NA,71.3241,-156.667,"f","genetic",39.5,18.1,104,23.9,31.1,"partner 255174463"
2012,"barr","breeding","SESA","255174795","6c79c4b43a6f0001","pit_tag","leg_flag","n1","2012-06-01 14:00:00",NA,71.3238,-156.681,"f","genetic",39.7,18.7,102,23.6,28.7,"noba"
2012,"barr","breeding","SESA","255174796","a4a741f9c66f0001","pit_tag","leg_flag","n1","2012-06-01 11:10:00",NA,71.3198,-156.673,"m","genetic",38.6,16.6,96,22.3,23.6,"partner probably 229194799"
2012,"barr","breeding","SESA","255174796",NA,"pit_tag","leg_flag","y","2012-07-03 09:08:00","S804",71.3195,-156.671,"m","genetic",38.6,16.8,95,23,26.2,NA
2013,"barr","breeding","SESA","255174796",NA,"pit_tag","leg_flag","y","2013-06-07 16:38:00",NA,71.3197,-156.672,"m","genetic",38.7,17.6,96,22.4,25.1,"sperm for sure, Fabi check, T1 4s, video camer 4,X,also measured by LV"
2012,"barr","breeding","SESA","257188474","316524b43a6f0001","pit_tag","leg_flag","n1","2012-07-15 09:53:00","S718",71.3243,-156.643,"f","genetic",40.2,18.8,99.5,22.4,29.1,NA
2012,"barr","breeding","SESA","257188502","492dc4b43a6f0001","pit_tag","leg_flag","n1","2012-06-27 19:59:00","S313",71.3259,-156.636,"f","genetic",39.2,19.7,99,22.5,27.8,NA
2012,"barr","breeding","SESA","257188584","a79924b43a6f0001","pit_tag","leg_flag","n1","2012-07-09 08:46:00","S511",71.3248,-156.623,"f","genetic",39.7,18.8,101,23.4,29.9,NA
2012,"barr","breeding","SESA","F-S510-2012","f-s510-2012","pit_tag","leg_flag","inc",NA,"S510",71.3263,-156.668,"f","genetic, partner based",NA,NA,NA,NA,NA,NA
2013,"barr","breeding","SEPL","255174345","1f1924b43a6f0001","pit_tag","leg_flag","n1","2013-06-23 12:43:00","E802",71.3165,-156.715,"m","genetic",37.4,12.2,130,26.1,46.5,NA
2013,"barr","breeding","SEPL","255174351","07ece7d001af0001","pit_tag","leg_flag","n1","2013-06-21 18:43:00","E801",71.327,-156.675,"f","genetic",37.9,11.7,125.5,25.3,48.2,NA
2013,"barr","breeding","SEPL","255174352","801ce7d001af0001","pit_tag","leg_flag","n1","2013-06-22 09:42:00","E601",71.3241,-156.685,"f","genetic",39.2,12.6,127.5,25.9,52.2,NA
2013,"barr","breeding","SEPL","255174398","26ece7d001af0001","pit_tag","leg_flag","n1","2013-06-19 23:00:00","E802",71.3165,-156.715,"f","genetic",36.8,11.5,129,24.2,49.8,"sperm sample check fabi"
2011,"barr","breeding","SEPL","255174483","8316c4b43a6f0001","pit_tag","leg_flag","n1","2011-07-11 14:08:00","P701",71.3274,-156.671,"f","genetic",37.6,11.8,130,25.1,50.8,NA
2012,"barr","breeding","SEPL","255174483","8316c4b43a6f0001","pit_tag","leg_flag","inc",NA,"E303",71.3271,-156.673,"f","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","SEPL","255174722","e30dc4b43a6f0001","pit_tag","leg_flag","n1","2012-06-26 15:00:00","E301",71.3258,-156.681,"m","morphometrics, plumage",39.5,13.3,132,24,50.6,NA
2012,"barr","breeding","SEPL","255174723","1c46c4b43a6f0001","pit_tag","leg_flag","n1","2012-06-26 15:00:00","E301",71.3258,-156.681,"f","morphometrics, plumage",37.8,11.7,128,23.6,45.5,NA
2012,"barr","breeding","SEPL","255174753","e319c4b43a6f0001","pit_tag","leg_flag","n1","2012-06-16 08:26:00","E101",71.327,-156.674,"m","genetic",36.7,11,120,22.5,46.4,NA
2013,"barr","breeding","SEPL","255174753","e319c4b43a6f0001","pit_tag","leg_flag","inc",NA,"E801",71.327,-156.675,"m","genetic",NA,NA,NA,NA,NA,NA
2013,"barr","breeding","SEPL","255174828","85ece7d001af0001","pit_tag","leg_flag","n1","2013-06-30 12:17:00","E501",71.3284,-156.665,"f","genetic",38,13.2,129.5,26.4,48.1,NA
2012,"barr","breeding","SEPL","257188433","fbc3c4b43a6f0001","pit_tag","leg_flag","n1","2012-07-05 17:01:00","E304",71.3284,-156.666,"m","genetic",38,12.7,125.5,24.1,46.6,NA
2013,"barr","breeding","SEPL","257188433",NA,"pit_tag","leg_flag","y","2013-06-22 17:14:00","E501",71.3284,-156.665,"m","genetic",38.2,12.8,127.5,24.5,46.3,"exchanged color rings for better visibility"
2012,"barr","breeding","SEPL","257188445","4399c4b43a6f0001","pit_tag","leg_flag","n1","2012-07-08 15:04:00","E304",71.3284,-156.666,"f","genetic",37.2,11,125,23.9,53.1,NA
2013,"barr","breeding","SEPL","257188568","15ece7d001af0001","pit_tag","leg_flag","n1","2013-06-15 08:23:00","E601",71.3241,-156.685,"m","genetic",38.1,12.1,126.5,24.7,50.1,NA
2009,"barr","breeding","LBDO","2009824","824","radio_tag_aut","rump","n","2009-06-16 14:38:24","LD301",71.3216,-156.65,"m","genetic",NA,NA,NA,NA,NA,NA
2009,"barr","breeding","LBDO","127231899","989","radio_tag_aut","rump","n","2009-06-19 00:25:00","LD301",71.3216,-156.65,"f","genetic",104.6,75.5,150,45.2,NA,NA
2012,"barr","breeding","LBDO","127231977","3b0dc4b43a6f0001","pit_tag","leg_flag","n1","2012-07-06 08:22:00","L301",71.3188,-156.662,"f","genetic",100.6,71.8,143,39,120.4,NA
2009,"barr","breeding","LBDO","127232099","976","radio_tag_aut","rump","n","2009-06-27 15:10:24","LD401",71.3188,-156.662,"f","genetic",101.3,71.9,151,41.4,115,NA
2011,"barr","breeding","LBDO","129270261","4e8524b43a6f0001","pit_tag","leg_flag","n1","2011-06-30 16:30:00","L401",71.3223,-156.633,"m","genetic",95.6,64.5,145,31.3,NA,NA
2011,"barr","breeding","LBDO","129270264","cd3dc4b43a6f0001","pit_tag","leg_flag","n1","2011-07-02 14:43:00","L401",71.3223,-156.633,"f","genetic",102.1,72.6,150,38.9,120,"trap put over the incubating bird"
2009,"barr","breeding","LBDO","129270301","901","radio_tag_aut","rump","n","2009-06-28 13:08:24","LD401",71.3188,-156.662,"m","genetic",92.6,61.6,152,40.5,124.6,"Caught by throwing trap on nest"
2013,"barr","breeding","LBDO","129270310","32ece7d001af0001","pit_tag","leg_flag","n1","2013-07-04 23:38:00","L702",71.3279,-156.609,"m","genetic",90.6,60.4,150,37.7,73.4,"top feather worn, measurement not appropriate"
2013,"barr","breeding","LBDO","129270315","80f524b43a6f0001","pit_tag","leg_flag","n1","2013-06-27 18:00:00","L501",71.3199,-156.653,"m","genetic",88.8,59.4,145,36.7,105,NA
2012,"barr","breeding","LBDO","129270411","120924b43a6f0001","pit_tag","leg_flag","n1","2012-07-09 12:03:00","L301",71.3236,-156.63,"m","genetic",91,62,145,36.8,119,NA
2013,"barr","breeding","LBDO","129270431","3ad396a801af0001","pit_tag","leg_flag","n1","2013-06-29 13:18:00","L501",71.3199,-156.653,"f","genetic",104.7,74.2,157,42.9,134.5,NA
2013,"barr","breeding","LBDO","129270438","756ce7d001af0001","pit_tag","leg_flag","n1","2013-07-01 19:40:00","L804",71.3198,-156.652,"m","genetic",86.8,58.2,147,38.4,109,NA
2013,"barr","breeding","LBDO","129270440","6b6ce7d001af0001","pit_tag","leg_flag","n1","2013-07-03 14:42:00","L802",71.3227,-156.635,"m","genetic",89.4,60.9,144,39.1,104.9,NA
2013,"barr","breeding","LBDO","129270443","a8ece7d001af0001","pit_tag","leg_flag","n1","2013-07-04 14:05:27","L703",71.326,-156.605,"m","genetic",91.9,62.9,144.5,38.2,100.6,NA
2010,"barr","breeding","AMGP","157374981","21189","bas","leg_flag_vertical","1","2010-06-30 16:43:00","AMGP230",71.291,-156.649,"m","plumage",56.8,22.2,191,43.7,139,NA
2011,"barr","breeding","AMGP","157374981","21189","bas","leg_flag_vertical","0","2011-06-30 20:50:00","AMGP565",71.2914,-156.6455,"m","plumage",57,21.3,184,44.1,144,NA
2010,"barr","breeding","AMGP","160369549","21194","bas","leg_flag_vertical","1","2010-06-17 12:48:00","AMGP400",71.29,-156.6463,"m","plumage",59.6,22.4,184,45.8,151,NA
2011,"barr","breeding","AMGP","160369549","21194","bas","leg_flag_vertical","0","2011-06-07 16:35:00","AMGP202",71.272,-156.6457,"m","plumage",59.8,23.5,190,45.1,141,NA
2012,"barr","breeding","AMGP","127231982","3f7524b43a6f0001","pit_tag","leg_flag","n1","2012-07-03 20:45:00","A306",71.3209,-156.604,"m","genetic",55.4,22.9,184,42.2,139.7,NA
2013,"barr","breeding","AMGP","127231982","3f7524b43a6f0001","pit_tag","leg_flag","inc",NA,"A701",71.3218,-156.613,"m","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","AMGP","127231988","886924b43a6f0001","pit_tag","leg_flag","n1","2012-07-06 07:36:00","A801",71.3216,-156.619,"f","genetic",57.2,23.2,190,45.1,150,NA
2012,"barr","breeding","AMGP","127231988",NA,"pit_tag","leg_flag","y","2012-07-18 07:47:00","A801",71.3216,-156.619,"f","genetic",57.6,23.5,189,44.5,145,NA
2012,"barr","breeding","AMGP","127231988",NA,"pit_tag","leg_flag","y","2012-07-18 11:37:00","A801",71.3216,-156.619,"f","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","AMGP","127231995","8bb9c4b43a6f0001","pit_tag","leg_flag","n1","2012-06-19 12:46:00","A501",71.3119,-156.651,"m","genetic",57.8,22.5,181,44.1,140,NA
2012,"barr","breeding","AMGP","127231996","e54924b43a6f0001","pit_tag","leg_flag","n1","2012-07-08 12:04:00","A305",71.3258,-156.635,"m","genetic",59,24.2,191,45,172,"sex unsure"
2012,"barr","breeding","AMGP","127231997","208d24b43a6f0001","pit_tag","leg_flag","n1","2012-06-23 18:35:00","A302",71.3155,-156.644,"f","genetic",57.7,22.7,191,44.9,175,NA
2012,"barr","breeding","AMGP","127231998","d58dc4b43a6f0001","pit_tag","leg_flag","n1","2012-06-24 16:14:00","A302",71.3155,-156.644,"m","genetic",58.9,24.6,182,42.5,143,NA
2012,"barr","breeding","AMGP","129270257","974924b43a6f0001","pit_tag","leg_flag","n1","2012-06-13 16:24:00","A701",71.3174,-156.665,"f","genetic",57.7,22.3,189,41.3,NA,NA
2012,"barr","breeding","AMGP","129270257",NA,"pit_tag","leg_flag","y","2012-07-08 09:06:00","A701",71.3174,-156.665,"f","genetic",58,22.5,190,40.9,142,NA
2012,"barr","breeding","AMGP","129270259","72c924b43a6f0001","pit_tag","leg_flag","n1","2012-06-18 15:46:00","A1001",71.316,-156.656,"m","genetic",59.6,23.3,188,42.4,150,NA
2012,"barr","breeding","AMGP","129270259","0e8524b43a6f0001","pit_tag","leg_flag","y","2012-07-10 10:52:00","A1001",71.316,-156.656,"m","genetic",58.7,23.1,190,42.5,155,NA
2012,"barr","breeding","AMGP","129270259",NA,"pit_tag","leg_flag","y","2012-07-11 08:42:00","A1001",71.316,-156.656,"m","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","AMGP","129270263","9d3dc4b43a6f0001","pit_tag","leg_flag","n1","2012-06-16 11:55:00","A701",71.3174,-156.665,"m","genetic",57,24.1,189,41.7,134.6,NA
2012,"barr","breeding","AMGP","129270266","0b7524b43a6f0001","pit_tag","leg_flag","n1","2012-06-18 17:00:00","A501",71.3119,-156.651,"f","genetic",57.3,23.1,190,45.5,185,NA
2012,"barr","breeding","AMGP","129270266",NA,"pit_tag","leg_flag","y","2012-07-07 18:18:00","A501",71.3119,-156.651,"f","genetic",58,23.1,187,45,165,NA
2012,"barr","breeding","AMGP","129270266",NA,"pit_tag","leg_flag","y","2012-07-08 09:39:00","A501",71.3119,-156.651,"f","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","AMGP","129270267","b5a524b43a6f0001","pit_tag","leg_flag","n1","2012-06-24 14:26:00","A801",71.3216,-156.619,"m","genetic",55.9,21,181,41.9,145,NA
2012,"barr","breeding","AMGP","129270267",NA,"pit_tag","leg_flag","y","2012-07-18 11:47:00","A801",71.3216,-156.619,"m","genetic",55.6,21.4,182,42.2,146,NA
2012,"barr","breeding","AMGP","129270268","beb924b43a6f0001","pit_tag","leg_flag","n1","2012-06-17 15:30:00","A1001",71.316,-156.656,"f","genetic",57.6,23.4,188,43.4,175,NA
2012,"barr","breeding","AMGP","129270268",NA,"pit_tag","leg_flag","y","2012-07-11 09:00:00","A1001",71.316,-156.656,"f","genetic",58.7,22.6,187,43.5,140,"darker than the other bird"
2012,"barr","breeding","AMGP","129270270","ff4924b43a6f0001","pit_tag","leg_flag","n1","2012-07-06 07:46:00","A306",71.3209,-156.604,"f","genetic",58.3,23.4,190,43.2,150.8,NA
2013,"barr","breeding","AMGP","129270305","e2d396a801af0001","pit_tag","leg_flag","n1","2013-06-26 22:33:00","A601",71.319,-156.663,"f","genetic",57,21.6,199,42.6,172.3,"wings measure different way at amgp"
2013,"barr","breeding","AMGP","129270307","02ece7d001af0001","pit_tag","leg_flag","n1","2013-06-30 00:48:00","A502",71.3231,-156.647,"f","genetic",56.4,22.2,186,45.4,146.3,NA
2013,"barr","breeding","AMGP","129270309","6c25c4b43a6f0001","pit_tag","leg_flag","n1","2013-07-02 00:15:00","A701",71.3218,-156.613,"f","genetic",56.6,22,187,41.9,121.1,"wings measure different way at amgp. partner around, RC on left r,o,db"
2013,"barr","breeding","AMGP","129270314","5fa524b43a6f0001","pit_tag","leg_flag","n1","2013-06-23 19:21:00","A602",71.3174,-156.653,"m","genetic",60.2,24.1,194,45.6,153,"formely known as xx3"
2013,"barr","breeding","AMGP","129270316","4d1924b43a6f0001","pit_tag","leg_flag","n1","2013-06-27 18:47:00","A602",71.3174,-156.653,"f","genetic",58.3,23.3,186,44.9,165.3,NA
2013,"barr","breeding","AMGP","129270317","c66fc4b43a6f0001","pit_tag","leg_flag","n1","2013-06-28 16:40:00","A503",71.3205,-156.669,"f","plumage",57.9,23.6,187.5,44.5,151,NA
2013,"barr","breeding","AMGP","129270318","5e1924b43a6f0001","pit_tag","leg_flag","n1","2013-06-28 18:34:00","A504",71.3157,-156.647,"m","genetic",57.6,22.3,182,45.5,148.3,NA
2012,"barr","breeding","AMGP","129270407","0f46c4b43a6f0001","pit_tag","leg_flag","n1","2012-07-08 12:43:00","A402",71.3239,-156.625,"m","genetic",55.8,22.9,183,42.4,140,"a lot of sperm"
2012,"barr","breeding","AMGP","129270419","e00524b43a6f0001","pit_tag","leg_flag","n1","2012-07-13 06:59:00","A305",71.3258,-156.635,"f","genetic",56.1,22.2,198,42.4,141,"probably no sperm, but shit"
2013,"barr","breeding","AMGP","129270429","e746c4b43a6f0001","pit_tag","leg_flag","n1","2013-06-18 15:39:00","A601",71.319,-156.663,"m","genetic",58.1,22.2,189.5,46,139.9,NA
2013,"barr","breeding","AMGP","129270435","4f2a24b43a6f0001","pit_tag","leg_flag","n1","2013-06-19 14:17:00","A502",71.3231,-156.647,"m","genetic",58.2,22.1,190.5,45.6,141.6,NA
2013,"barr","breeding","AMGP","129270436","331d24b43a6f0001","pit_tag","leg_flag","n1","2013-06-30 11:01:00","A503",71.3205,-156.669,"m","plumage",60,24.5,187,44.3,149.6,NA
2013,"barr","breeding","AMGP","129270474","90ece7d001af0001","pit_tag","leg_flag","n1","2013-07-07 01:02:00","A504",71.3157,-156.647,"f","genetic",58.8,23.7,191.5,43.6,142.5,NA
2009,"belu","breeding","HUGO","139318601","xl","bas","leg_flag_horizontal","1","2009-05-12 09:30:00","2009-28",61.1246,-151.1005,"f","genetic",118.6,82.6,215,63,267,NA
2010,"belu","breeding","HUGO","139318601","xl","bas","leg_flag_horizontal","0","2010-05-12 15:03:00","GNYT-XL",61.1249,-151.1016,"f","genetic",115.4,80,218,NA,278,NA
2009,"belu","breeding","HUGO","139318601","xl","bas","leg_flag_horizontal","inc",NA,"2009-28",61.1246,-151.1005,"f","genetic",NA,NA,NA,NA,NA,NA
2011,"belu","breeding","HUGO","139318601","xl","bas","leg_flag_horizontal","inc",NA,"NA-XL",61.1249,-151.1016,"f","genetic",NA,NA,NA,NA,NA,NA
2009,"belu","breeding","HUGO","139318603","yj","bas","leg_flag_horizontal","1","2009-05-13 13:20:00","2009-17",61.1252,-151.1044,"f","genetic",124.2,89.5,221,57.5,255,NA
2010,"belu","breeding","HUGO","139318603","yj","bas","leg_flag_horizontal","2","2010-05-24 13:45:00","GNHU-YU",61.1266,-151.1022,"f","genetic",125,90.6,225,57.7,261,NA
2011,"belu","breeding","HUGO","139318603","yj","bas","leg_flag_horizontal","2","2011-05-21 12:20:00","GNK4T7",61.1266,-151.1022,"f","genetic",124.9,88.8,225,57.8,264,NA
2009,"belu","breeding","HUGO","139318606","yt","bas","leg_flag_horizontal","1","2009-05-14 13:24:00","2009-28",61.1246,-151.1005,"m","genetic",112.6,74.6,218,57,251,NA
2010,"belu","breeding","HUGO","139318606","yt","bas","leg_flag_horizontal","2","2010-05-14 08:18:00","GNYT-XL",61.1249,-151.1016,"m","genetic",112.9,75,215,57.2,240,NA
2009,"belu","breeding","HUGO","139318606","yt","bas","leg_flag_horizontal","inc",NA,"2009-28",61.1246,-151.1005,"m","genetic",NA,NA,NA,NA,NA,NA
2009,"belu","breeding","HUGO","139318610","ya","bas","leg_flag_horizontal","1","2009-05-16 14:20:00","2009-18",61.2129,-151.0141,"f","genetic",123.6,85.8,219,63.7,263,NA
2011,"belu","breeding","HUGO","139318610","ya","bas","leg_flag_horizontal","2","2011-05-18 13:10:00","GNCC",61.2083,-151.0196,"f","genetic",123.3,85.4,220,62.7,250,NA
2009,"belu","breeding","HUGO","139318611","hx","bas","leg_flag_horizontal","1","2009-05-16 15:35:00","DEC-09",61.2157,-151.0138,"m","genetic",115.3,77.7,224,58.1,245,NA
2010,"belu","breeding","HUGO","139318611","hx","bas","leg_flag_horizontal","2","2010-05-20 14:40:00","GNHX-2",61.2155,-151.0112,"m","genetic",115.3,76.5,224,59.1,252,"First nest was depredated"
2011,"belu","breeding","HUGO","139318611","hx","bas","leg_flag_horizontal","2","2011-05-18 21:21:00","GNX50H",61.2155,-151.0112,"m","genetic",NA,NA,NA,NA,NA,NA
2010,"belu","breeding","HUGO","139318611","hx","bas","leg_flag_horizontal","inc",NA,"GNHX-XC",61.2155,-151.0112,"m","genetic",NA,NA,NA,NA,NA,NA
2009,"belu","breeding","HUGO","139318612","xc","bas","leg_flag_horizontal","1","2009-05-19 09:50:00","DEC-09",61.2157,-151.0138,"f","genetic",127.8,91.1,224,60.9,265,NA
2010,"belu","breeding","HUGO","139318612","xc","bas","leg_flag_horizontal","2","2010-05-22 13:50:00","GNHX-2",61.2155,-151.0112,"f","genetic",127.7,90.8,225,60.7,251,"First nest was depredated"
2011,"belu","breeding","HUGO","139318612","xc","bas","leg_flag_horizontal","2","2011-05-16 13:45:00","GNX50H",61.2155,-151.0112,"f","genetic",NA,NA,NA,NA,NA,NA
2010,"belu","breeding","HUGO","139318612","xc","bas","leg_flag_horizontal","inc",NA,"GNHX-XC",61.2155,-151.0112,"f","genetic",NA,NA,NA,NA,NA,NA
2009,"belu","breeding","HUGO","139318613","yn","bas","leg_flag_horizontal","1","2009-05-19 15:35:00","JAN-09",61.209,-151.0189,"m","genetic",106.1,70,206,56.3,222,NA
2010,"belu","breeding","HUGO","139318613","yn","bas","leg_flag_horizontal","2","2010-05-30 06:40:00","GNYN-2",61.2083,-151.015,"m","genetic",106.5,70.4,210,55.5,209,"First nest was depredated"
2011,"belu","breeding","HUGO","139318613","yn","bas","leg_flag_horizontal","0","2011-05-16 19:15:00","GNCC",61.2083,-151.0196,"m","genetic",107,69.3,211,56.5,221,NA
2010,"belu","breeding","HUGO","139318613","yn","bas","leg_flag_horizontal","inc",NA,"GNYN",61.2083,-151.015,"m","genetic",NA,NA,NA,NA,NA,NA
2009,"belu","breeding","HUGO","139318614","yy","bas","leg_flag_horizontal","1","2009-05-21 15:10:00","JUL-09",61.2131,-151.0318,"f","genetic",123,84.9,226,62.3,269,NA
2011,"belu","breeding","HUGO","139318614","yy","bas","leg_flag_horizontal","2","2011-05-20 13:30:00","GNY9L6",61.2071,-151.0323,"f","genetic",122.2,83.5,231,61.6,256,NA
2012,"belu","breeding","HUGO","139318614","yy","bas","leg_flag_horizontal","inc","2012-05-26 09:00:00","NY9",61.2071,-151.0323,"f","genetic",NA,NA,NA,NA,NA,NA
2010,"belu","breeding","HUGO","139318614","yy","bas","leg_flag_horizontal","inc",NA,"NA-YY",61.2131,-151.0318,"f","genetic",NA,NA,NA,NA,NA,NA
2009,"belu","breeding","HUGO","139318615","ym","bas","leg_flag_horizontal","1","2009-05-21 17:50:00","2009-14",61.2156,-151.0174,"m","genetic",110.3,73.7,214,56,246,NA
2010,"belu","breeding","HUGO","139318615","ym","bas","leg_flag_horizontal","2","2010-06-03 12:50:00","GNYM-XV",61.2154,-151.0188,"m","genetic",111.1,71.4,215,56.8,203,NA
2011,"belu","breeding","HUGO","139318615","ym","bas","leg_flag_horizontal","2","2011-05-30 20:30:00","GNV9C0",61.2154,-151.0188,"m","genetic",NA,NA,NA,NA,NA,NA
2012,"belu","breeding","HUGO","139318615","ym","bas","leg_flag_horizontal","inc","2012-05-28 20:50:00","NV9",61.2154,-151.0188,"m","genetic",NA,NA,NA,NA,NA,NA
2009,"belu","breeding","HUGO","139318616","xp","bas","leg_flag_horizontal","1","2009-05-21 20:15:00","2009-43",61.1257,-151.1017,"m","genetic",117.7,79.7,214,56.6,235,NA
2010,"belu","breeding","HUGO","139318616","xp","bas","leg_flag_horizontal","2","2010-05-10 16:20:00","GNHU-YU",61.1266,-151.1022,"m","genetic",117.5,78,215,56.7,251,NA
2011,"belu","breeding","HUGO","139318616","xp","bas","leg_flag_horizontal","2","2011-05-23 20:20:00","GNK4T7",61.1266,-151.1022,"m","genetic",NA,NA,NA,NA,NA,NA
2009,"belu","breeding","HUGO","139318617","xe","bas","leg_flag_horizontal","1","2009-05-22 08:50:00","2009-27",61.2103,-151.0304,"m","genetic",111.5,75,207,56.8,234,NA
2010,"belu","breeding","HUGO","139318617","xe","bas","leg_flag_horizontal","2","2010-06-09 19:00:00","CHICKS_1",61.2103,-151.0304,"m","genetic",109.2,74.5,209,56.8,212,"Caught with chicks"
2011,"belu","breeding","HUGO","139318617","xe","bas","leg_flag_horizontal","2","2011-05-16 20:00:00","GNN8X3",61.2103,-151.0304,"m","genetic",NA,NA,NA,NA,NA,NA
2010,"belu","breeding","HUGO","139318622","vp","bas","leg_flag_horizontal","1","2010-05-28 21:10:00","GNPK",61.2136,-151.0208,"m","genetic",110.4,73.2,213,56.2,240,NA
2011,"belu","breeding","HUGO","139318622","vp","bas","leg_flag_horizontal","0","2011-05-24 20:30:00","GNM3U0",61.2133,-151.0207,"m","genetic",110.5,73.4,210,55.2,241,"First nest was depredated"
2009,"belu","breeding","HUGO","139318623","yv","bas","leg_flag_horizontal","1","2009-05-25 21:05:00","2009-46",61.2111,-151.0173,"m","genetic",113.5,77.4,218,58.9,234,NA
2010,"belu","breeding","HUGO","139318623","yv","bas","leg_flag_horizontal","2","2010-05-24 19:50:00","GNYV-2",61.2088,-151.0143,"m","genetic",113.2,76,224,59,230,"First nest was depredated"
2011,"belu","breeding","HUGO","139318623","yv","bas","leg_flag_horizontal","2","2011-06-08 10:45:00","GNAPAU",61.2088,-151.0143,"m","genetic",NA,NA,NA,NA,NA,NA
2012,"belu","breeding","HUGO","139318623","yv","bas","leg_flag_horizontal","inc","2012-05-29 18:30:00","NX8",61.2088,-151.0143,"m","genetic",NA,NA,NA,NA,NA,NA
2010,"belu","breeding","HUGO","139318625","ku","bas","leg_flag_horizontal","1","2010-05-26 15:10:00","GNPK",61.2136,-151.0208,"f","genetic",119.6,83.4,227,59.3,294,NA
2011,"belu","breeding","HUGO","139318625","ku","bas","leg_flag_horizontal","0","2011-05-24 13:00:00","GNM3U0",61.2133,-151.0207,"f","genetic",119.9,82.3,225,59.9,278,NA
2010,"belu","breeding","HUGO","139318635","nm","bas","leg_flag_horizontal","1","2010-05-22 12:00:00","GNPE-JA",61.2134,-151.0166,"f","genetic",123.4,86.4,221,62,259,NA
2011,"belu","breeding","HUGO","139318635","nm","bas","leg_flag_horizontal","2","2011-05-25 13:15:00","GNH7T2",61.2143,-151.0171,"f","genetic",123.2,85.7,219,63.9,250,NA
2010,"belu","breeding","HUGO","139318635","nm","bas","leg_flag_horizontal","inc",NA,"GNPE",61.2134,-151.0166,"f","genetic",NA,NA,NA,NA,NA,NA
2010,"belu","breeding","HUGO","139318667","jj","bas","leg_flag_horizontal","1","2010-05-30 07:42:00","GNPE-JA",61.2134,-151.0166,"m","genetic",112.2,76.6,217,59.6,219,NA
